epoch,loss
10,0.22393877067327622
20,0.1776159559666077
30,0.11872945980398292
40,0.09153132590911836
50,0.11330762719383237
60,0.0642630042739674
70,0.0785909931800117
80,0.1093082373238285
90,0.07923420984440366
100,0.073723771810925
110,0.08377756588372559
120,0.08386328972838676
130,0.06771579333188463
140,0.1292658599130731
150,0.08546791909637315
160,0.03552460928301995
170,0.023717528683117144
180,0.06981793856968027
190,0.0660552640622371
200,0.03453997385692529
210,0.0577759178477641
220,0.06875019321179651
230,0.05755365985503977
240,0.045711083221243856
250,0.04536260643289744
260,0.05205397892900836
270,0.045438872360966234
280,0.04592258598152126
290,0.05781694512634034
300,0.09663974917184577
310,0.06466233722430394
320,0.032521274046433325
330,0.06219301468804283
340,0.061584664261599274
350,0.054816033425036825
360,0.0487067035833074
370,0.07400645197753662
380,0.03687743246484857
390,0.046049025580714935
400,0.04504926838934536
410,0.024947653877694553
420,0.06134233575241877
430,0.032756617533877555
440,0.030705074579351958
450,0.07838393861357339
460,0.03486328130296779
470,0.03126833037012116
480,0.0347788093392567
490,0.03627564206793964
500,0.05796690859798313
510,0.03214047623864484
520,0.03673574304030786
530,0.07872693649122028
540,0.0514686034429538
550,0.030113080737783342
560,0.032048203646820116
570,0.058873558598491485
580,0.06385987429535085
590,0.029894221440140197
600,0.03367164689219058
610,0.04525695600774745
620,0.02937222074598616
630,0.02984951648119211
640,0.03023714581635533
650,0.030169481389291312
660,0.03138902943703224
670,0.030395675034936002
680,0.04558116900452379
690,0.09178414260849817
700,0.034175799540681034
710,0.03222287646876992
720,0.0475117236790971
730,0.032029458508216084
740,0.033325199296479376
750,0.03385834090412251
760,0.030342774570682456
770,0.0329375411437437
780,0.030253900341827254
790,0.02944564195562128
800,0.029950073489590296
810,0.039361166355769604
820,0.04584714735879733
830,0.03324262632011951
840,0.028798384947464863
850,0.028664531445249334
860,0.054792515646180956
870,0.04186202855807273
880,0.06140495557652104
890,0.028681862644060252
900,0.030134290688371604
910,0.047803009255855476
920,0.030200568816130136
930,0.03045228715286907
940,0.061931930670047555
950,0.035666798601468486
960,0.029680872669679934
970,0.03422028510557855
980,0.029405701667802875
990,0.031398175996397056
1000,0.05460169300474602
